gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,conm,curcd,dd1,dlc,dltt,ebit,ebitda,costat,debt,ebitdatodebt
1013,31-Oct-94,1994,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.4,0.4,0.41,64.379,86.037,I,1.21,71.10495868
1013,31-Oct-95,1995,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.41,0.41,0,84.238,110.579,I,0.82,134.852439
1013,31-Oct-96,1996,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,2.247,2.247,6.913,133.184,166.978,I,11.407,14.63820461
1013,31-Oct-97,1997,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.65,0.65,3.109,188.364,238.207,I,4.409,54.02744386
1013,31-Oct-98,1998,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.735,200.735,2.769,225.566,290.675,I,204.239,1.423210063
1013,31-Oct-99,1999,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,10.152,35.152,11.024,311.649,413.739,I,56.328,7.345174691
1013,31-Oct-00,2000,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,28.5,28.5,16.5,523.9,670.1,I,73.5,9.117006803
1013,31-Oct-01,2001,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,1.7,1.7,3,-253.4,-55.6,I,6.4,-8.6875
1013,31-Oct-02,2002,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0,15.7,10.8,-297.1,-192.4,I,26.5,-7.260377358
1013,31-Oct-03,2003,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,8.3,8.3,400,-39.3,19.9,I,416.6,0.047767643
1013,31-Oct-04,2004,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.3,0.3,400,36.5,78.2,I,400.6,0.195207189
1013,31-Oct-05,2005,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.3,0.3,400,91.8,159,I,400.6,0.396904643
1013,31-Oct-06,2006,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0,0,400,72.6,140.4,I,400,0.351
1013,31-Oct-07,2007,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,200.6,200.6,200.6,100.7,167.9,I,601.8,0.278996344
1013,31-Oct-08,2008,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,2.6,2.6,650.7,90.9,173.3,I,655.9,0.264217106
1013,30-Sep-09,2009,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.6,0.6,651,18.3,84.7,I,652.2,0.129868139
1013,30-Sep-10,2010,INDL,C,D,STD,886309,ADC TELECOMMUNICATIONS INC,USD,0.3,0.3,650.8,59.9,121.4,I,651.4,0.186367823
1055,30-Jun-94,1994,INDL,C,D,STD,1907104,AST RESEARCH INC,USD,0.398,50.398,215.294,41.489,67.35,I,266.09,0.25310985
1055,30-Jun-95,1995,INDL,C,D,STD,1907104,AST RESEARCH INC,USD,2.42,158.42,219.224,-105.69,-80.379,I,380.064,-0.211488065
1055,31-Dec-96,1996,INDL,C,D,STD,1907104,AST RESEARCH INC,USD,0.291,175.291,131.737,-352.201,-324.676,I,307.319,-1.056478773
1075,31-Dec-93,1993,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,78.841,226.841,2633.62,532.653,756.211,A,2939.302,0.257275707
1075,31-Dec-94,1994,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,78.512,210.012,2588.525,533.77,771.096,A,2877.049,0.26801629
1075,31-Dec-95,1995,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,8.78,186.58,2510.709,562.424,806.413,A,2706.069,0.29800164
1075,31-Dec-96,1996,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,156.277,173.177,2372.113,543.859,843.366,A,2701.567,0.3121766
1075,31-Dec-97,1997,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,108.695,239.445,2244.248,557.506,925.791,A,2592.388,0.357118996
1075,31-Dec-98,1998,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,168.045,346.875,2048.961,567.128,946.807,A,2563.881,0.36928664
1075,31-Dec-99,1999,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,114.798,153.098,2206.052,578.777,964.345,A,2473.948,0.389800028
1075,31-Dec-00,2000,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,463.469,546.244,1955.083,675.971,1070.381,A,2964.796,0.361030236
1075,31-Dec-01,2001,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,126.14,531.902,2673.078,674.627,1102.53,A,3331.12,0.33097877
1075,31-Dec-02,2002,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,281.023,383.206,2881.695,516.047,940.933,A,3545.924,0.265356223
1075,31-Dec-03,2003,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,425.48,511.561,2897.725,482.053,920.196,A,3834.766,0.239961447
1075,31-Dec-04,2004,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,617.165,688.195,2584.985,506.259,907.364,A,3890.345,0.233234842
1075,31-Dec-05,2005,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,384.947,400.62,2608.455,653.851,1001.503,A,3394.022,0.295078523
1075,31-Dec-06,2006,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,1.596,37.346,3232.633,618.87,977.514,A,3271.575,0.298790032
1075,31-Dec-07,2007,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,163.773,504.434,3127.125,619.251,992.687,A,3795.332,0.26155472
1075,31-Dec-08,2008,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,177.646,848.115,3031.603,530.546,920.904,A,4057.364,0.226971009
1075,31-Dec-09,2009,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,277.693,431.408,3370.524,580.226,984.557,A,4079.625,0.241335172
1075,31-Dec-10,2010,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,631.879,648.479,3045.794,723.884,1138.439,A,4326.152,0.263152797
1075,31-Dec-11,2011,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,477.435,477.435,3019.054,746.508,1173.562,A,3973.924,0.295315663
1075,31-Dec-12,2012,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,122.828,215.003,3199.088,851.755,1256.091,A,3536.919,0.355137056
1075,31-Dec-13,2013,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,540.424,693.549,2796.465,846.323,1262.031,A,4030.438,0.313125025
1075,31-Dec-14,2014,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,383.57,530.97,3031.215,811.242,1228.6,A,3945.755,0.311372602
1075,31-Dec-15,2015,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,357.58,357.58,3462.391,854.602,1349.024,A,4177.551,0.32292221
1075,31-Dec-16,2016,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,125,302.2,4021.785,855.984,1341.813,A,4448.985,0.301599803
1075,31-Dec-17,2017,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,82,177.4,4789.713,934.427,1468.545,A,5049.113,0.290852076
1075,31-Dec-18,2018,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,500,576.4,4638.232,773.687,1356.041,A,5714.632,0.237292795
1075,31-Dec-19,2019,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,812.713,927.388,4884.43,671.96,1262.889,A,6624.531,0.19063825
1075,31-Dec-20,2020,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,74.785,243.785,6675.602,788.152,1402.53,A,6994.172,0.200528383
1075,31-Dec-21,2021,INDL,C,D,STD,723484101,PINNACLE WEST CAPITAL CORP,USD,250.443,542.443,7642.136,805.31,1456.185,A,8435.022,0.17263559
1076,31-Mar-94,1993,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,1.672,53.123,0,17.068,58.108,A,54.795,1.060461721
1076,31-Mar-95,1994,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0.987,43.159,0,21.46,80.225,A,44.146,1.817265437
1076,31-Dec-95,1995,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0.219,37.479,0,18.235,64.033,A,37.698,1.698578174
1076,31-Dec-96,1996,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0.24,55.365,0,28.628,99.321,A,55.605,1.786188292
1076,31-Dec-97,1997,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0.582,76.486,0,33.958,111.445,A,77.068,1.446060622
1076,31-Dec-98,1998,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0,50.411,1.316,38.752,136.842,A,51.727,2.645465618
1076,31-Dec-99,1999,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,,72.76,45.407,158.153,A,72.76,2.173625618
1076,31-Dec-00,2000,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,,104.769,49.531,182.64,A,104.769,1.743263752
1076,31-Dec-01,2001,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,,77.713,31.713,185.261,A,77.713,2.383912601
1076,31-Dec-02,2002,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,0.277,0.277,72.988,48.419,227.459,A,73.542,3.092912893
1076,31-Dec-03,2003,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,14.262,14.262,65.308,63.625,279.022,A,93.832,2.973633728
1076,31-Dec-04,2004,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,10.591,10.591,106.064,84.419,361.606,A,127.246,2.841786775
1076,31-Dec-05,2005,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,20.647,20.647,191.226,102.157,435.288,A,232.52,1.872045415
1076,31-Dec-06,2006,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,11.907,11.907,118.067,127.239,522.82,A,141.881,3.684919052
1076,31-Dec-07,2007,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,106.701,106.701,79.131,132.446,577.32,A,292.533,1.973520936
1076,31-Dec-08,2008,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,58.856,58.856,55.961,147.398,618.791,A,173.673,3.562966034
1076,31-Dec-09,2009,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,13.191,13.191,41.853,185.903,705.274,A,68.235,10.33595662
1076,31-Dec-10,2010,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,13.339,13.339,28.451,194.761,743.366,A,55.129,13.48411907
1076,31-Dec-11,2011,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,0,153.789,228.118,826.362,A,153.789,5.373349199
1076,31-Dec-12,2012,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,1.755,1.755,139.773,254.6,916.033,A,143.283,6.393172951
1076,31-Dec-13,2013,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,27.529,27.529,115.175,221.959,907.064,A,170.233,5.32836759
1076,31-Dec-14,2014,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,112.597,112.597,493.485,176,1194.234,A,718.679,1.661707104
1076,31-Dec-15,2015,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,157.178,157.178,453.272,244.117,1536.964,A,767.628,2.002225036
1076,31-Dec-16,2016,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,146.515,146.515,351.314,260.131,1646.804,A,644.344,2.555783867
1076,31-Dec-17,2017,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,97.192,97.192,271.606,275.534,1806.737,A,465.99,3.877201227
1076,31-Dec-18,2018,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,83.778,83.778,340.974,290.087,2112.141,A,508.53,4.153424577
1076,31-Dec-19,2019,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,83.886,83.886,626.53,313.931,2391.35,A,794.302,3.010630717
1076,31-Dec-20,2020,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,0,79.516,299.181,2083.917,A,79.516,26.20751798
1076,31-Dec-21,2021,INDL,C,D,STD,74319R101,PROG HOLDINGS INC,USD,,0,615.064,323.788,2177.056,A,615.064,3.539560111
1161,31-Dec-93,1993,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,21.205,52.199,79.504,305.053,480.12,A,152.908,3.139927277
1161,31-Dec-94,1994,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,27.895,60.354,75.752,513.139,729.123,A,164.001,4.445844842
1161,31-Dec-95,1995,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,29.861,56.931,214.965,348.277,610.778,A,301.757,2.02407235
1161,31-Dec-96,1996,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,27.671,42.363,444.83,-244.61,88.03,A,514.864,0.17097719
1161,31-Dec-97,1997,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,66.364,72.965,662.689,-90.653,303.812,A,802.018,0.378809453
1161,31-Dec-98,1998,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,145.564,151.581,1372.416,-163.642,303.879,A,1669.561,0.182011319
1161,31-Dec-99,1999,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,47.626,47.626,1427.282,-282.686,232.834,A,1522.534,0.152925321
1161,31-Dec-00,2000,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,129.57,129.57,1167.973,888.736,1467.806,A,1427.113,1.02851421
1161,31-Dec-01,2001,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,268.336,331.698,672.945,37.948,660.815,A,1272.979,0.519109113
1161,31-Dec-02,2002,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,160.776,161.689,1779.837,-852.811,-96.642,A,2102.302,-0.045969609
1161,31-Dec-03,2003,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,193.266,193.266,1899.674,-247.277,748.386,A,2286.206,0.327348454
1161,31-Dec-04,2004,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,230.828,230.828,1628.268,227.265,1451.517,A,2089.924,0.694530997
1161,31-Dec-05,2005,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,43.224,43.224,1327.065,247.655,1466.999,A,1413.513,1.037839058
1161,31-Dec-06,2006,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,125,125,3672,401,1238,A,3922,0.315655278
1161,31-Dec-07,2007,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,238,238,5031,-1211,94,A,5507,0.017069185
1161,31-Dec-08,2008,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,286,372,4702,-968,255,A,5360,0.047574627
1161,31-Dec-09,2009,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,308,479,4252,-513,615,A,5039,0.122048025
1161,31-Dec-10,2010,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,4,233,2188,492,809,A,2425,0.333608247
1161,31-Dec-11,2011,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,489,489,1527,495,741,A,2505,0.295808383
1161,31-Dec-12,2012,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,5,5,2037,31,224,A,2047,0.109428432
1161,31-Dec-13,2013,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,60,60,1998,85,242,A,2118,0.114258735
1161,31-Dec-14,2014,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,177,177,2035,149,278,A,2389,0.116366681
1161,31-Dec-15,2015,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,230,230,2032,-319,-222,A,2492,-0.089085072
1161,31-Dec-16,2016,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,0,0,1435,-130,-59,A,1435,-0.041114983
1161,31-Dec-17,2017,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,0,70,1325,152,229,A,1395,0.164157706
1161,31-Dec-18,2018,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,0,136,1114,496,590,A,1250,0.472
1161,31-Dec-19,2019,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,43,43,685,583,725,A,771,0.940337224
1161,31-Dec-20,2020,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,41,41,531,1383,1600,A,613,2.610114192
1161,31-Dec-21,2021,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,383,383,349,3678,3974,A,1115,3.564125561
1161,31-Dec-22,2022,INDL,C,D,STD,7903107,ADVANCED MICRO DEVICES,USD,0,0,2863,1683,5857,A,2863,2.0457562
1213,31-Dec-93,1993,INDL,C,D,STD,9269101,AIRBORNE INC,USD,5.85,5.85,391.4,83.12,204.794,I,403.1,0.508047631
1213,31-Dec-94,1994,INDL,C,D,STD,9269101,AIRBORNE INC,USD,6.018,6.018,398.002,88.938,226.638,I,410.038,0.552724382
1213,31-Dec-95,1995,INDL,C,D,STD,9269101,AIRBORNE INC,USD,5.79,5.79,479.621,68.981,213.343,I,491.201,0.434329328
1213,31-Dec-96,1996,INDL,C,D,STD,9269101,AIRBORNE INC,USD,0.353,0.353,524.44,82.918,246.563,I,525.146,0.46951324
1213,31-Dec-97,1997,INDL,C,D,STD,9269101,AIRBORNE INC,USD,0.381,0.381,250.559,225.255,395.1,I,251.321,1.57209306
1213,31-Dec-98,1998,INDL,C,D,STD,9269101,AIRBORNE INC,USD,0.41,0.41,249.149,234.467,418.993,I,249.969,1.676179846
1213,31-Dec-99,1999,INDL,C,D,STD,9269101,AIRBORNE INC,USD,0.442,0.442,314.707,160.047,369.437,I,315.591,1.170619568
1213,31-Dec-00,2000,INDL,C,D,STD,9269101,AIRBORNE INC,USD,0.477,0.477,322.23,42.618,249.024,I,323.184,0.770533195
1213,31-Dec-01,2001,INDL,C,D,STD,9269101,AIRBORNE INC,USD,107.41,107.41,218.053,-22.431,185.924,I,432.873,0.429511658
1213,31-Dec-02,2002,INDL,C,D,STD,9269101,AIRBORNE INC,USD,10.372,10.372,370.091,63.987,252.343,I,390.835,0.645650978
1230,31-Dec-93,1993,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,35.575,55.575,525.418,-1.773,69.106,A,616.568,0.112081717
1230,31-Dec-94,1994,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,72.005,97.005,589.904,74.998,152.543,A,758.914,0.201001695
1230,31-Dec-95,1995,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,39.7,105.6,522.4,75.9,168.5,A,667.7,0.252358844
1230,31-Dec-96,1996,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,24.1,71.1,404.1,79.9,182,A,499.3,0.364510314
1230,31-Dec-97,1997,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,28.7,28.7,401.4,137.1,240.5,A,458.8,0.524193548
1230,31-Dec-98,1998,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,27.2,27.2,171.5,209.3,325.5,A,225.9,1.440903054
1230,31-Dec-99,1999,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,66.5,66.5,337,200.8,335.7,A,470,0.714255319
1230,31-Dec-00,2000,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,66.7,66.7,609.2,3.4,174.2,A,742.6,0.234581201
1230,31-Dec-01,2001,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,43.2,43.2,852.2,-111.4,96.4,A,938.6,0.102706158
1230,31-Dec-02,2002,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,48.6,48.6,856.7,-88.8,105.9,A,953.9,0.111017926
1230,31-Dec-03,2003,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,206.7,206.7,906.9,-8.9,193.3,A,1320.3,0.14640612
1230,31-Dec-04,2004,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,53.4,53.4,989.6,7.1,212.3,A,1096.4,0.19363371
1230,31-Dec-05,2005,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,113.5,113.5,969.1,8.3,151.7,A,1196.1,0.12682886
1230,31-Dec-06,2006,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,119.1,119.1,1031.7,127,284.5,A,1269.9,0.224033388
1230,31-Dec-07,2007,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,175.9,175.9,1124.6,226.1,403.5,A,1476.4,0.273299919
1230,31-Dec-08,2008,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,244.9,244.9,1596.3,-130.4,74.2,A,2086.1,0.035568765
1230,31-Dec-09,2009,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,156,156,1699.2,312,531.2,A,2011.2,0.264120923
1230,31-Dec-10,2010,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,221.2,221.2,1313,484.8,715.3,A,1755.4,0.407485473
1230,31-Dec-11,2011,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,207.9,207.9,1099,487.8,734.7,A,1514.8,0.485014523
1230,31-Dec-12,2012,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,161,161,871,532,796,A,1193,0.667225482
1230,31-Dec-13,2013,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,117,117,754,646,916,A,988,0.927125506
1230,31-Dec-14,2014,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,117,117,686,932,1226,A,920,1.332608696
1230,31-Dec-15,2015,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,115,115,571,1330,1650,A,801,2.059925094
1230,31-Dec-16,2016,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,319,319,2645,1466,1829,A,3283,0.557112397
1230,31-Dec-17,2017,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,307,307,2262,1378,1750,A,2876,0.608484006
1230,31-Dec-18,2018,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,486,486,1617,775,1173,A,2589,0.453070684
1230,31-Dec-19,2019,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,504,504,2703,1107,1530,A,3711,0.412287793
1230,31-Dec-20,2020,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,1065,1428,3625,-1704,-1284,A,6118,-0.209872507
1230,31-Dec-21,2021,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,634,634,3452,-240,154,A,4720,0.032627119
1230,31-Dec-22,2022,INDL,C,D,STD,11659109,ALASKA AIR GROUP INC,USD,523,523,3352,650,1065,A,4398,0.242155525
1239,30-Sep-94,1994,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,30.667,32.819,42.976,76.929,94.163,I,106.462,0.884475212
1239,30-Sep-95,1995,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,1.286,1.389,183.094,90.774,111.486,I,185.769,0.600132423
1239,30-Sep-96,1996,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,1.313,3.65,161.548,112.082,138.241,I,166.511,0.830221427
1239,30-Sep-97,1997,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,1.361,4.943,149.441,128.725,158.902,I,155.745,1.020270314
1239,30-Sep-98,1998,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.959,3.238,171.76,143.985,173.039,I,175.957,0.983416403
1239,30-Sep-99,1999,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.727,3.719,225.173,146.502,178.838,I,229.619,0.778846698
1239,30-Sep-00,2000,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.587,3.988,340.948,164.233,200.808,I,345.523,0.581171152
1239,30-Sep-01,2001,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.404,2.886,321.183,189.066,226.381,I,324.473,0.697688251
1239,30-Sep-02,2002,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,1.189,3.702,320.181,234.428,277.843,I,325.072,0.854712187
1239,30-Sep-03,2003,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.295,0.295,320.587,273.791,319.582,I,321.177,0.995033891
1239,30-Sep-04,2004,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.545,0.545,121.246,236.512,284.095,I,122.336,2.322251831
1239,30-Sep-05,2005,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.809,0.809,124.084,334.652,388.636,I,125.702,3.091724873
1239,30-Sep-06,2006,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,1.088,1.088,122.322,371.192,430.853,I,124.498,3.460722261
1239,30-Sep-07,2007,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,120.636,120.636,2.077,143.447,172.271,I,243.349,0.707917435
1239,30-Sep-08,2008,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.184,0.184,0.683,168.526,191.024,I,1.051,181.7545195
1239,30-Sep-09,2009,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.175,0.175,0.429,192.874,216.115,I,0.779,277.4261874
1239,30-Sep-10,2010,INDL,C,D,STD,13078100,ALBERTO-CULVER CO,USD,0.181,0.181,150.241,235.342,262,I,150.603,1.73967318
1254,31-Dec-93,1993,INDL,C,D,STD,57686G105,MATSON INC,USD,86.821,86.821,626.968,124.465,222.802,A,800.61,0.278290304
1254,31-Dec-94,1994,INDL,C,D,STD,57686G105,MATSON INC,USD,93.177,93.177,561.505,117.982,223.132,A,747.859,0.298361055
1254,31-Dec-95,1995,INDL,C,D,STD,57686G105,MATSON INC,USD,118.855,118.855,404.575,61.071,146.198,A,642.285,0.227621694
1254,31-Dec-96,1996,INDL,C,D,STD,57686G105,MATSON INC,USD,106.082,106.082,357.657,115.696,204.647,A,569.821,0.359142608
1254,31-Dec-97,1997,INDL,C,D,STD,57686G105,MATSON INC,USD,51.485,51.485,292.885,114.047,202.605,A,395.855,0.511816195
1254,31-Dec-98,1998,INDL,C,D,STD,57686G105,MATSON INC,USD,87.533,87.533,255.766,101.11,189.61,A,430.832,0.440101942
1254,31-Dec-99,1999,INDL,C,D,STD,57686G105,MATSON INC,USD,22.5,22.5,277.57,107.097,180.998,A,322.57,0.561112317
1254,31-Dec-00,2000,INDL,C,D,STD,57686G105,MATSON INC,USD,30.5,30.5,330.766,127.953,200.257,A,391.766,0.511164828
1254,31-Dec-01,2001,INDL,C,D,STD,57686G105,MATSON INC,USD,14.9,19.9,207.378,96.697,172.13,A,242.178,0.710758203
1254,31-Dec-02,2002,INDL,C,D,STD,57686G105,MATSON INC,USD,9.643,9.643,247.789,72.184,142.901,A,267.075,0.53505944
1254,31-Dec-03,2003,INDL,C,D,STD,57686G105,MATSON INC,USD,15,15,330,117,190,A,360,0.527777778
1254,31-Dec-04,2004,INDL,C,D,STD,57686G105,MATSON INC,USD,31,31,214,165,245,A,276,0.887681159
1254,31-Dec-05,2005,INDL,C,D,STD,57686G105,MATSON INC,USD,31,31,296,182,266,A,358,0.74301676
1254,31-Dec-06,2006,INDL,C,D,STD,57686G105,MATSON INC,USD,41,41,401,145,230,A,483,0.476190476
